unlocode,name,municipality,iso_country,lat,lon
TTSCA,Scarborough/Tobago,Scarborough/Tobago,TT,11.1852893,-60.735024
TTSFE,San Fernando,San Fernando,TT,10.2807069,-61.4645896
TTTEM,Tembladora,Tembladora,TT,10.683333,-61.583333
TVFUN,Funafuti,Funafuti,TV,-8.5199633,179.1982548
TWAPG,An Ping,An Ping,TW,22.9951139,120.1679794
TWBAL,Bali,Bali,TW,25.15,121.4
TWBDA,Budai,Budai,TW,23.36667,120.1
TWHOP,Hoping,Hoping,TW,24.9816637,121.5276792
TWHUK,Hukou,Hukou,TW,24.9,121.05
TWHUN,Hualien,Hualien,TW,23.982074,121.60681
TWKEL,Keelung (Chilung),Keelung (Chilung),TW,25.1317232,121.744652
TWKHH,Kaohsiung,Kaohsiung,TW,22.6203348,120.3120375
TWLGM,Lung-men,Lung-men,TW,23.56667,119.66667
TWMAL,Mai-Liai,Mai-Liai,TW,23.75,120.25
TWMLI,Mai-liao,Mai-liao,TW,23.753841,120.252043
TWNAN,Nantou,Nantou,TW,23.9,120.68333
TWSHL,Sha-lun,Sha-lun,TW,25.1,121.21667
TWSUO,Suao,Suao,TW,24.591667,121.853333
TWTNN,Tainan,Tainan,TW,22.9912348,120.184982
TWTPE,Taipei,Taipei,TW,25.03333,121.51667
TWTTT,Taitung,Taitung,TW,22.7560447,121.1456538
TWTXG,Taichung,Taichung,TW,24.2221027,120.4712046
TWTYN,Taoyuan,Taoyuan,TW,24.9929995,121.3010003
TWWTU,Wu-tu,Wu-tu,TW,25.08333,121.66667
TWYGE,Ying-Ge,Ying-Ge,TW,24.9599449,121.3537712
TWYLN,Yunlin,Yunlin,TW,23.6845003,120.384722
TZDAR,Dar es Salaam,Dar es Salaam,TZ,-6.8,39.28333
TZIKW,Ikwiriri,Ikwiriri,TZ,-7.98333,39.01667
TZKAG,Kagera,Kagera,TZ,-4.65,30.66667
TZKIK,Kilwa Kivinje,Kilwa Kivinje,TZ,-8.7488423,39.412637
TZKIM,Kilwa Masoko,Kilwa Masoko,TZ,-8.9326308,39.5143664
TZLDI,Lindi,Lindi,TZ,-9.9989181,39.7137313
TZMIK,Mikindani,Mikindani,TZ,-10.2818332,40.117495
TZMKO,"Mkokotoni, Zanzibar","Mkokotoni, Zanzibar",TZ,-5.8748653,39.2558883
TZMOH,Mohoro,Mohoro,TZ,-8.1421646,39.1826183
TZMWZ,Mwanza,Mwanza,TZ,-2.51667,32.9
TZMYW,Mtwara,Mtwara,TZ,-10.2838146,40.1789136
TZPAN,Pangani,Pangani,TZ,-5.424377,38.9771304
TZPMA,Pemba,Pemba,TZ,-5.999957,37.5157775
TZSAM,Samanga,Samanga,TZ,-3.300235,37.5270046
TZTGT,Tanga,Tanga,TZ,-5.0721976,39.0993457
TZTKQ,Kigoma,Kigoma,TZ,-4.877862,29.6296319
TZZNZ,Zanzibar,Zanzibar,TZ,-6.1664908,39.2074312
UABGD,Bilhorod-Dnistrovskyi,Bilhorod-Dnistrovskyi,UA,46.18333,30.36667
UADSK,Svitlovodsk,Svitlovodsk,UA,49.05,33.23333
UAERD,Berdiansk,Berdiansk,UA,46.75,36.76667
UAILK,Chornomorsk,Chornomorsk,UA,46.31667,30.66667
UAIZM,Izmail,Izmail,UA,45.31667,28.85
UAKHE,Kherson,Kherson,UA,46.61667,32.61667
UAKIA,Kiliia,Kiliia,UA,45.43333,29.26667
UAMPW,Mariupol,Mariupol,UA,47.05,37.5
UANLV,Mykolaiv,Mykolaiv,UA,46.93333,32
UAOCH,Ochakiv,Ochakiv,UA,46.6,31.56667
UAOCT,Olviia,Olviia,UA,46.83333,31.95
UAODS,Odesa,Odesa,UA,46.5,30.75
UARNI,Reni,Reni,UA,45.41667,28.28333
UASKD,Skadovsk,Skadovsk,UA,46.1,32.9
UAUDY,Ust-Dunaisk/Vylkove,Ust-Dunaisk/Vylkove,UA,45.46667,29.7
UAVYL,Vylkove,Vylkove,UA,45.4,29.58333
UAYUZ,Pivdennyi,Pivdennyi,UA,46.6,31.01667
UAZPR,Zaporizhzhia,Zaporizhzhia,UA,47.81667,35.16667
UGJIN,Jinja,Jinja,UG,0.4353036,33.2055568
UGMKN,Galiraya,Galiraya,UG,1.3,32.86667
UGYMB,Yumbe,Yumbe,UG,3.4674131,31.2458678
UMAWK,Wake Island,Wake Island,UM,19.3,166.633333
UMJON,Johnston Atoll,Johnston Atoll,UM,16.72828,-169.53428
UMMDY,Midway Islands,Midway Islands,UM,28.2075,-177.35
US2BY,Ballston Lake,Ballston Lake,US,42.9,-73.86667
US2OG,South Ogden,South Ogden,US,41.18333,-111.96667
US2PA,Clearville,Clearville,US,39.91667,-78.38333
US2SI,Sinton,Sinton,US,28.03333,-97.5
US2TO,Clifford Township,Clifford Township,US,41.66667,-75.55
US2TT,Cottrellville,Cottrellville,US,42.68333,-82.53333
US3BR,Berry Creek,Berry Creek,US,39.63333,-121.4
US3DC,Westwood,Westwood,US,34.05,-118.41667
US3DU,Victor,Victor,US,38.13333,-121.2
US3DV,Ulupalakua,Ulupalakua,US,20.65,-156.38333
US3OL,Wellfleet,Wellfleet,US,41.93333,-70.03333
US3SD,Mabscott,Mabscott,US,37.76667,-81.2
US3TR,Vineburg,Vineburg,US,38.26667,-122.43333
US3TU,West Newton,West Newton,US,42.35,-71.23333
US3VC,Outlook,Outlook,US,46.31667,-120.08333
US3WA,Lyle,Lyle,US,45.68333,-121.28333
US4CP,Captiva,Captiva,US,26.51667,-82.18333
US4HE,East Fairfield,East Fairfield,US,40.81667,-80.63333
US4NJ,New Era,New Era,US,43.55,-86.33333
US4NM,Ponce de Leon,Ponce de Leon,US,30.71667,-85.93333
US4TP,Ulm,Ulm,US,34.56667,-91.45
US4WR,West Glocester,West Glocester,US,41.91667,-71.78333
US5BL,Laurence Harbor,Laurence Harbor,US,40.45,-74.23333
US5MN,Hardwick,Hardwick,US,43.76667,-96.18333
US6ER,Lake Saint Louis,Lake Saint Louis,US,38.78333,-90.78333
US6TT,Saint Pete Beach,Saint Pete Beach,US,27.71667,-82.73333
US7AL,Detroit,Detroit,US,34.01667,-88.16667
US7BA,Speedwell,Speedwell,US,36.45,-83.86667
US7CA,Penn Valley,Penn Valley,US,39.18333,-121.18333
US7OL,Sea Cliff,Sea Cliff,US,40.83333,-73.63333
US7SD,Lowden,Lowden,US,46.05,-118.58333
US7YT,Lynnfield,Lynnfield,US,42.53333,-71.03333
US8DC,Woodacre,Woodacre,US,38,-122.63333
US8DD,Ranchos de Taos,Ranchos de Taos,US,36.35,-105.6
US8MN,Orcutt,Orcutt,US,34.85,-120.43333
US8PR,Zamora,Zamora,US,38.78333,-121.86667
US8QA,Vallecito,Vallecito,US,38.08333,-120.46667
US8TT,Woodbury,Woodbury,US,41.35,-74.1
US8UY,Waldo,Waldo,US,40.45,-83.06667
US8XC,Woodmere,Woodmere,US,40.61667,-73.7
US8XD,Woodmere,Woodmere,US,41.45,-81.46667
US8YI,Tres Pinos,Tres Pinos,US,36.78333,-121.31667
US999,Waterville,Waterville,US,41.21667,-76.36667
US99W,East Windsor,East Windsor,US,41.91667,-72.55
US9AI,Waianae,Waianae,US,21.43333,-158.18333
US9CP,Chapman,Chapman,US,38.96667,-97.01667
US9DK,Penngrove,Penngrove,US,38.28333,-122.65
US9IU,Point Reyes Station,Point Reyes Station,US,38.06667,-122.8
US9OH,Moreland Hills,Moreland Hills,US,41.43333,-81.41667
US9QA,Umpqua,Umpqua,US,43.35,-123.46667
US9WA,Hoodsport,Hoodsport,US,47.4,-123.13333
USA22,Ashville,Ashville,US,40.55,-78.53333
USA8C,Accord,Accord,US,42.16667,-70.88333
USAA2,Alabama Pt.,Alabama Pt.,US,30.35,-88.1
USAA9,South Mills,South Mills,US,36.43333,-76.31667
USAAF,Apalachicola,Apalachicola,US,29.7255084,-84.9827725
USAB3,Aberdeen,Aberdeen,US,40.38333,-74.25
USABC,Port Hadlock,Port Hadlock,US,48.01667,-122.75
USACC,Raymond,Raymond,US,46.68333,-123.71667
USACJ,South Bend,South Bend,US,46.6627902,-123.8044371
USACQ,Ancram,Ancram,US,42.05,-73.63333
USADQ,Kodiak,Kodiak,US,57.8,-152.38333
USAEK,Aberdeen,Aberdeen,US,33.81667,-88.55
USAEO,Calverton,Calverton,US,38.61667,-77.66667
USAEZ,Armstrong,Armstrong,US,43.38333,-94.46667
USAF5,Afton,Afton,US,41.01667,-94.18333
USAFA,Alstead,Alstead,US,43.15,-72.36667
USAFH,Bath,Bath,US,35.46667,-76.8
USAFK,Afognak,Afognak,US,58,-152.76667
USAFM,Bingham,Bingham,US,45.06667,-69.88333
USAFV,Battenville,Battenville,US,43.1,-73.43333
USAFW,"Webster, Harris","Webster, Harris",US,29.53333,-95.11667
USAGQ,Algonquin,Algonquin,US,42.16667,-88.3
USAGV,Autaugaville,Autaugaville,US,32.43333,-86.65
USAHU,Alachua,Alachua,US,29.78333,-82.48333
USAHZ,Atlantic Highlands,Atlantic Highlands,US,40.4,-74.03333
USAKJ,Oak Grove,Oak Grove,US,38.98333,-77.4
USAL3,Alliance,Alliance,US,31.51667,-93.65
USAL5,Delta,Delta,US,33.43333,-85.68333
USAL7,Aldie,Aldie,US,38.96667,-77.63333
USALB,Albany,Albany,US,42.6511674,-73.754968
USALC,Amelia City,Amelia City,US,30.58333,-81.45
USAMF,Amagansett,Amagansett,US,40.96667,-72.15
USAMG,Cambridge,Cambridge,US,43,-89
USANC,Anchorage,Anchorage,US,61.2163129,-149.894852
USANP,Annapolis,Annapolis,US,38.9786401,-76.492786
USANW,Avon,Avon,US,39.63333,-106.51667
USAOU,Avalon,Avalon,US,33.33333,-118.31667
USAPY,Alpine,Alpine,US,40.95,-73.93333
USAQJ,Maltby,Maltby,US,47.8,-122.1
USAQQ,Camden,Camden,US,44.2,-69.05
USAQW,Abbottstown,Abbottstown,US,39.88333,-76.98333
USAR5,Damascus,Damascus,US,35.36667,-92.4
USARB,Ann Arbor,Ann Arbor,US,42.2813722,-83.7484616
USASF,Ashtabula,Ashtabula,US,41.8647873,-80.7841284
USASS,Ware Shoals,Ware Shoals,US,34.38333,-82.23333
USAST,Astoria,Astoria,US,46.1882007,-123.8319802
USASX,Ashland,Ashland,US,46.5924023,-90.8839474
USASZ,Sumiton,Sumiton,US,33.75,-87.05
USATR,Atreco,Atreco,US,29.96667,-93.86667
USATW,Appleton,Appleton,US,44.2613967,-88.4069744
USATX,Allenstown,Allenstown,US,43.13333,-71.45
USAV9,Averill Park,Averill Park,US,42.63333,-73.55
USAVD,Avondale,Avondale,US,29.9129834,-90.2036869
USAWS,Newcastle,Newcastle,US,44.03333,-69.53333
USAWY,Gallaway,Gallaway,US,35.31667,-89.6
USAXR,Alexandria,Alexandria,US,38.8,-77.03333
USAXZ,Andover,Andover,US,37.7,-97.13333
USAY5,Laytonville,Laytonville,US,39.68333,-123.46667
USAY7,Mayville,Mayville,US,42.25,-79.5
USAZL,Azle,Azle,US,32.88333,-97.53333
USB27,Bolinas,Bolinas,US,37.9,-122.68333
USB2N,Brinnon,Brinnon,US,47.66667,-122.88333
USB2V,Buena Vista,Buena Vista,US,32.31667,-84.51667
USB44,Bellbrook,Bellbrook,US,39.63333,-84.06667
USB7S,Bridgewater,Bridgewater,US,43.55,-97.5
USBA3,Belfair,Belfair,US,47.45226,-122.8265391
USBA7,Balmorhea,Balmorhea,US,30.98333,-103.73333
USBAL,Baltimore,Baltimore,US,39.28333,-76.61667
USBAY,Bayonne,Bayonne,US,40.6687141,-74.1143091
USBB8,Broad Brook,Broad Brook,US,41.9,-72.53333
USBBA,Bethany Beach,Bethany Beach,US,38.53333,-75.05
USBCG,Boca Grande,Boca Grande,US,26.73333,-82.25
USBCH,Brushvale,Brushvale,US,46.36667,-96.65
USBCI,Berlin,Berlin,US,38.31667,-75.21667
USBCL,Beulaville,Beulaville,US,34.91667,-77.76667
USBCM,Bruceton Mills,Bruceton Mills,US,39.66667,-79.63333
USBCW,Brewster,Brewster,US,41.76667,-70.08333
USBD3,Beaver Dam,Beaver Dam,US,37.4019918,-86.8758256
USBDB,Bridgeport,Bridgeport,US,43.15,-75.96667
USBDE,Baudette,Baudette,US,48.7124408,-94.600171
USBDR,Bridgeport,Bridgeport,US,41.1792695,-73.1887863
USBDS,Biscoe,Biscoe,US,35.36667,-79.78333
USBE8,Belle Harbor,Belle Harbor,US,40.56667,-73.83333
USBEL,Belfast,Belfast,US,44.4261759,-69.0065207
USBEX,Bethlehem,Bethlehem,US,40.61667,-75.36667
USBF6,Bonners Ferry,Bonners Ferry,US,48.68333,-116.31667
USBFJ,Briarcliff Manor,Briarcliff Manor,US,41.15,-73.81667
USBFO,Beaufort,Beaufort,US,34.7163146,-76.6645903
USBFY,Buckeye Lake,Buckeye Lake,US,39.93333,-82.46667
USBG7,Barnegat,Barnegat,US,39.75,-74.21667
USBGR,Bangor,Bangor,US,44.8016255,-68.7713289
USBHB,Bar Harbor,Bar Harbor,US,44.3876378,-68.2043361
USBHC,Bridgehampton,Bridgehampton,US,40.93333,-72.3
USBHF,Brandon,Brandon,US,32.26667,-89.98333
USBHI,Bruce,Bruce,US,45.45,-91.26667
USBHJ,Burlington,Burlington,US,39.03333,-84.71667
USBI2,Beaver Island,Beaver Island,US,36.460138,-79.990043
USBI8,Blount Island,Blount Island,US,30.4,-81.51667
USBKO,Becker,Becker,US,45.38333,-93.86667
USBKQ,Brooksville,Brooksville,US,39.41667,-85
USBLI,Bellingham,Bellingham,US,48.7544012,-122.478836
USBM3,Bromley,Bromley,US,38.63333,-84.83333
USBM4,Brevort,Brevort,US,46.01667,-85.03333
USBMH,Sandoval,Sandoval,US,38.61667,-89.11667
USBN9,Battle Ground,Battle Ground,US,40.5,-86.83333
USBNA,Nashville,Nashville,US,36.1622767,-86.7742984
USBNB,Burns Harbor,Burns Harbor,US,41.61667,-87.13333
USBNC,Benicia,Benicia,US,38.05,-122.15
USBNH,Burnham,Burnham,US,44.68333,-69.43333
USBNI,Burnsville,Burnsville,US,35.91667,-82.3
USBNP,Brayton Point,Brayton Point,US,41.7,-71.18333
USBOC,Brooklyn,Brooklyn,US,41.78333,-71.95
USBOS,Boston,Boston,US,42.3588336,-71.0578303
USBOY,Brooklyn/New York,Brooklyn/New York,US,40.73333,-73.93333
USBPT,Beaumont,Beaumont,US,30.0829344,-94.0984277
USBPV,Belhaven,Belhaven,US,35.53333,-76.61667
USBRA,Bradwood,Bradwood,US,46.18333,-123.43333
USBRO,Brownsville,Brownsville,US,25.9,-97.48333
USBS9,Bushkill,Bushkill,US,41.08333,-75
USBSM,Big Sandy,Big Sandy,US,48.18333,-110.11667
USBTH,Bath,Bath,US,43.9,-69.81667
USBTR,Baton Rouge,Baton Rouge,US,30.45,-91.13333
USBTV,Burlington,Burlington,US,44.4761601,-73.212906
USBU2,Butte Meadows,Butte Meadows,US,40.06667,-121.55
USBUF,Buffalo,Buffalo,US,42.8864163,-78.8781493
USBUI,Butler,Butler,US,41.41667,-84.86667
USBUJ,Butler,Butler,US,38.78333,-84.36667
USBUP,Bucksport,Bucksport,US,44.5718672,-68.7942156
USBV6,Blairesville,Blairesville,US,34.85,-83.93333
USBV8,Brownsville,Brownsville,US,40.01667,-79.88333
USBVV,Berryville,Berryville,US,36.36667,-93.56667
USBW5,New Brockton,New Brockton,US,31.38333,-85.91667
USBWB,Brownsburg,Brownsburg,US,39.83333,-86.38333
USBWH,Bigelow,Bigelow,US,35,-92.61667
USBYZ,Boyne City,Boyne City,US,45.21667,-85
USBZJ,Bethel,Bethel,US,41.6834224,-74.8712753
USBZZ,Blacklick,Blacklick,US,39.98333,-82.8
USC25,Connelly Springs,Connelly Springs,US,35.73333,-81.5
USC35,Cornville,Cornville,US,34.71667,-111.91667
USC3A,Kensington,Kensington,US,37.9,-122.26667
USC3B,Cedar Bluffs,Cedar Bluffs,US,41.38333,-96.6
USC4H,Castle Hills,Castle Hills,US,29.51667,-98.5
USC4N,Clinton,Clinton,US,30.85,-91
USC55,Cochise,Cochise,US,32.1,-109.91667
USC74,Crimora,Crimora,US,38.15,-78.85
USC8T,Creston,Creston,US,35.51667,-120.51667
USCA3,Chatham,Chatham,US,41.66667,-69.93333
USCAP,Capitan,Capitan,US,34.45,-120.03333
USCBD,Cambridge,Cambridge,US,45.56667,-93.21667
USCBS,Centerburg,Centerburg,US,40.3,-82.7
USCBT,Clinton,Clinton,US,38.36667,-93.78333
USCC2,Cape Coral,Cape Coral,US,26.56667,-81.95
USCC8,Chesapeake City,Chesapeake City,US,39.51667,-75.8
USCCJ,Cape Charles,Cape Charles,US,37.2671674,-76.0176986
USCCS,Cave City,Cave City,US,37.13333,-85.96667
USCCT,Calvert City,Calvert City,US,37.0333896,-88.3500362
USCD4,Coronado,Coronado,US,32.68333,-117.16667
USCDD,Camden,Camden,US,31.98333,-87.28333
USCDE,Camden,Camden,US,39.9448402,-75.1198911
USCDF,Candler,Candler,US,35.53333,-82.7
USCDU,Cedar Lake,Cedar Lake,US,43.4,-84.96667
USCDV,Cordova,Cordova,US,60.5443385,-145.7595063
USCDY,Conneaut,Conneaut,US,41.9440977,-80.5561011
USCDZ,Caledonia,Caledonia,US,42.78333,-85.51667
USCEC,Crescent City,Crescent City,US,41.7522404,-124.1978539
USCFF,Cherryfield,Cherryfield,US,44.6,-67.91667
USCFG,Chesterfield,Chesterfield,US,42.88333,-72.46667
USCG4,Clarksburg,Clarksburg,US,40.1887228,-74.4407064
USCGE,Cambridge,Cambridge,US,38.5700533,-76.077268
USCGF,Cape May,Cape May,US,38.93333,-74.91667
USCGJ,Cerro Gordo,Cerro Gordo,US,39.88333,-88.73333
USCGP,Capitola,Capitola,US,36.96667,-121.95
USCGW,Chickasaw,Chickasaw,US,30.76667,-88.06667
USCGX,Carthage,Carthage,US,36.25,-85.95
USCHI,Chicago,Chicago,US,41.8755616,-87.6244212
USCHS,Charleston,Charleston,US,32.7884363,-79.9399309
USCHT,Chester,Chester,US,39.849557,-75.3557458
USCI6,Chimayo,Chimayo,US,36,-105.93333
USCIB,Casselberry,Casselberry,US,28.68333,-81.33333
USCJ8,Cortland,Cortland,US,38.96667,-85.95
USCJC,Chinook,Chinook,US,46.26667,-123.93333
USCJO,Caro,Caro,US,43.48333,-83.4
USCK2,Cobbs Creek,Cobbs Creek,US,37.5,-76.38333
USCK9,Cockrell Hill,Cockrell Hill,US,32.73333,-96.88333
USCKG,Cherokee,Cherokee,US,34.75,-87.96667
USCKI,Catalina Island,Catalina Island,US,55.5481127,-133.2923757
USCLA,Claymont,Claymont,US,39.8000225,-75.4608941
USCLE,Cleveland,Cleveland,US,41.5,-81.66667
USCLM,Port Angeles,Port Angeles,US,48.118146,-123.430741
USCLQ,Chalmette,Chalmette,US,29.9427892,-89.9629372
USCLY,Clayton,Clayton,US,44.239491,-76.085776
USCM9,Carrier Mills,Carrier Mills,US,37.68333,-88.61667
USCMU,Cameron,Cameron,US,35.33333,-79.25
USCN3,Clayton,Clayton,US,34.86667,-83.4
USCNM,Carlsbad,Carlsbad,US,32.41667,-104.21667
USCO3,Claremont,Claremont,US,37.26667,-76.96667
USCO9,Copper Canyon,Copper Canyon,US,33.16667,-97.15
USCOB,Coos Bay,Coos Bay,US,43.3678937,-124.2174647
USCOJ,Cochranton,Cochranton,US,41.51667,-80.05
USCP6,Cove Point,Cove Point,US,38.36667,-76.38333
USCPT,Carpinteria,Carpinteria,US,34.3988838,-119.5184564
USCR5,Chester,Chester,US,40.61667,-80.56667
USCRB,Carrabelle,Carrabelle,US,29.8532645,-84.664348
USCRM,Crockett,Crockett,US,38.0525612,-122.2202603
USCRP,Corpus Christi,Corpus Christi,US,27.7635302,-97.4033191
USCRW,Charleston,Charleston,US,38.3505995,-81.6332812
USCS4,Saint Clair Shores,Saint Clair Shores,US,42.48333,-82.88333
USCS6,"Coxsackie, Greene","Coxsackie, Greene",US,42.35,-73.8
USCSF,Carteret,Carteret,US,40.5773266,-74.2282005
USCSJ,Carlisle,Carlisle,US,42.53333,-71.35
USCU2,Clute,Clute,US,29.01667,-95.4
USCU6,Colesburg,Colesburg,US,42.63333,-91.2
USCUM,Canaan,Canaan,US,42.01667,-73.33333
USCUQ,Caney,Caney,US,37.01667,-95.93333
USCUU,Cannelton,Cannelton,US,37.91667,-86.75
USCUZ,Carlisle,Carlisle,US,34.78333,-91.75
USCVG,Cincinnati,Cincinnati,US,39.1012809,-84.5127405
USCVI,Cape Vincent,Cape Vincent,US,44.1289247,-76.3342941
USCWF,Centerville,Centerville,US,45.15,-93.05
USCWQ,Center Valley,Center Valley,US,40.53333,-75.4
USCWU,Carroll,Carroll,US,39.8,-82.7
USCWW,Clarkesville,Clarkesville,US,34.61667,-83.53333
USCWX,Cleveland,Cleveland,US,38.68333,-94.6
USCWZ,Clinton,Clinton,US,42.55,-88.86667
USCXV,Clover,Clover,US,35.11667,-81.23333
USCY2,The Colony,The Colony,US,33.08333,-96.88333
USCYI,Cloverdale,Cloverdale,US,38.8,-123.01667
USCZI,Cassopolis,Cassopolis,US,41.9,-86
USD5W,Dagsboro,Dagsboro,US,38.53333,-75.23333
USDA8,Dauphin,Dauphin,US,40.36667,-76.91667
USDAV,Davenport,Davenport,US,37.0116166,-122.1919134
USDBQ,Dubuque,Dubuque,US,42.5006243,-90.6647985
USDC6,Dallas Center,Dallas Center,US,41.68333,-93.95
USDCB,DeKalb,DeKalb,US,41.91667,-88.75
USDCI,Delaware City,Delaware City,US,39.56667,-75.58333
USDCY,Dill City,Dill City,US,35.28333,-99.13333
USDD6,Linden Hill,Linden Hill,US,40.7,-73.91667
USDDR,Darien,Darien,US,42.6,-88.7
USDE3,Deridder,Deridder,US,30.846201,-93.289281
USDE5,Depue,Depue,US,41.31667,-89.3
USDEC,Decatur,Decatur,US,39.8454163,-88.9524151
USDET,Detroit,Detroit,US,42.31667,-83.03333
USDFU,Dunnellon,Dunnellon,US,29.03333,-82.45
USDGE,Chenango Bridge,Chenango Bridge,US,42.16667,-75.86667
USDHA,Daphne,Daphne,US,30.6,-87.9
USDHB,Bodega Bay,Bodega Bay,US,38.33333,-123.05
USDIA,Adrian,Adrian,US,43.93333,-90.6
USDIJ,Delhi,Delhi,US,39.1,-84.6
USDIV,Cedar River,Cedar River,US,45.4,-87.35
USDKH,Old Rock Hill,Old Rock Hill,US,31,-83.56667
USDKK,Dunkirk,Dunkirk,US,42.48333,-79.26667
USDLH,Duluth,Duluth,US,46.7838287,-92.1052679
USDM4,Diamondville,Diamondville,US,41.76667,-110.53333
USDN2,Del Norte,Del Norte,US,37.68333,-106.35
USDNE,Dane,Dane,US,43.25,-89.5
USDOG,"Douglas, Allegan","Douglas, Allegan",US,42.63333,-86.2
USDP5,Deer Park,Deer Park,US,38.51667,-122.46667
USDPH,Doniphan,Doniphan,US,36.61667,-90.81667
USDR3,Drytown,Drytown,US,38.43333,-120.85
USDRW,De Pere,De Pere,US,44.45,-88.05
USDSH,Deshler,Deshler,US,41.2,-83.88333
USDSL,Donalsonville,Donalsonville,US,31.03333,-84.86667
USDSM,Des Moines,Des Moines,US,41.5868654,-93.6249494
USDSR,Deshler,Deshler,US,40.13333,-97.71667
USDST,Adamston,Adamston,US,39.28333,-80.35
USDT4,De Tour Village,De Tour Village,US,45.98333,-83.9
USDTC,Delta,Delta,US,38.75,-108.06667
USDTP,Portland,Portland,US,27.86667,-97.31667
USDTT,Detroit,Detroit,US,39.6205965,-90.676732
USDU3,Dunmore,Dunmore,US,38.35,-79.86667
USDU5,De Funiak Springs,De Funiak Springs,US,30.71667,-86.1
USDUH,Duxbury,Duxbury,US,42.05,-70.66667
USDUP,Dupo,Dupo,US,38.5,-90.2
USDUT,Dutch Harbor,Dutch Harbor,US,53.8867533,-166.5418
USDVA,Delevan,Delevan,US,42.48333,-78.48333
USDVN,Davenport,Davenport,US,41.5224692,-90.5756401
USDVQ,Delmont,Delmont,US,40.4,-79.56667
USDVT,Davant,Davant,US,29.6085472,-89.8484005
USDVV,Davisville,Davisville,US,41.6133912,-71.4751298
USDWD,Deerwood,Deerwood,US,46.46667,-93.88333
USDWQ,Downsville,Downsville,US,42.06667,-74.98333
USDWX,De Witt,De Witt,US,40.38333,-96.91667
USDXX,Old Brookville,Old Brookville,US,40.81667,-73.6
USDY2,Dayton,Dayton,US,39.11667,-84.46667
USDZM,Dorchester,Dorchester,US,42.28333,-71.06667
USE2D,Eddington,Eddington,US,44.81667,-68.68333
USE2L,East Lake,East Lake,US,41.65,-81.45
USE2T,Etna,Etna,US,41.456416,-122.8938545
USE3K,Elk Horn,Elk Horn,US,37.3,-85.28333
USE5P,Deep Gap,Deep Gap,US,36.23333,-81.5
USEAZ,Mechanic Falls,Mechanic Falls,US,44.1,-70.38333
USEB4,Elbert,Elbert,US,39.21667,-104.53333
USEBZ,Ellabell,Ellabell,US,32.11667,-81.48333
USECH,East Chicago,East Chicago,US,41.6397857,-87.4548466
USECP,El Campo,El Campo,US,29.18333,-96.26667
USECR,Spencer,Spencer,US,35.68333,-80.43333
USEDL,Allendale,Allendale,US,33,-81.3
USEDV,Eddyville,Eddyville,US,37.08333,-88.06667
USEE8,Freeport,Freeport,US,40.66667,-79.68333
USEFN,East Freetown,East Freetown,US,41.76667,-70.95
USEFS,Etiwanda,Etiwanda,US,34.11667,-117.51667
USEGH,Effingham,Effingham,US,34.05,-79.75
USEHI,El Dorado Hills,El Dorado Hills,US,38.66667,-121.06667
USEHL,Bethlehem,Bethlehem,US,33.93333,-83.71667
USEIE,Bernie,Bernie,US,36.66667,-89.96667
USEIF,Madeira Beach,Madeira Beach,US,27.78333,-82.78333
USEJK,Macks Creek,Macks Creek,US,37.95,-92.96667
USEKA,Eureka,Eureka,US,40.8018746,-124.1707558
USEKB,East Keansburg,East Keansburg,US,40.43333,-74.11667
USEKI,Elkhart,Elkhart,US,41.6819935,-85.9766671
USEKT,Elkton,Elkton,US,36.8,-87.15
USEKZ,Elkton,Elkton,US,44.23333,-96.48333
USEL3,Ellwood,Ellwood,US,34.41667,-119.88333
USEL4,Elmer,Elmer,US,39.58333,-75.16667
USELS,El Segundo,El Segundo,US,33.917028,-118.4156337
USEM4,Emigrant Gap,Emigrant Gap,US,39.28333,-120.66667
USEM7,East Machias,East Machias,US,44.73333,-67.38333
USEMG,Emmetsburg,Emmetsburg,US,43.11667,-94.68333
USEMY,Emery,Emery,US,43.6,-97.61667
USEN5,Ennice,Ennice,US,36.5534632,-80.9959127
USENW,Kenosha,Kenosha,US,42.5846773,-87.8212263
USEOG,East Orange,East Orange,US,40.76667,-74.2
USEOM,Welcome,Welcome,US,30.05,-90.86667
USEOW,Edmonds,Edmonds,US,47.8105738,-122.3774952
USEOY,Eloy,Eloy,US,32.75,-111.55
USEPA,Earl Park,Earl Park,US,40.66667,-87.4
USEPE,Empire,Empire,US,29.38333,-89.6
USEPM,Eastport,Eastport,US,44.9,-66.98333
USEPY,East Point,East Point,US,37.75,-82.78333
USEQ4,East Lansing,East Lansing,US,42.73333,-84.48333
USEQE,East Dubuque,East Dubuque,US,42.48333,-90.63333
USEQW,Elwood,Elwood,US,41.4039201,-88.1117242
USEQZ,Ellport,Ellport,US,40.85,-80.25
USER2,Elk River,Elk River,US,45.3,-93.56667
USERE,Earl,Earl,US,35.18333,-81.53333
USERI,Erie,Erie,US,42.1294712,-80.0852695
USERN,Clermont,Clermont,US,43,-91.65
USERY,Elroy,Elroy,US,43.73333,-90.26667
USESC,Escanaba,Escanaba,US,45.7455707,-87.0647434
USESG,Estero,Estero,US,26.43333,-81.81667
USETI,Centerville,Centerville,US,40.91667,-111.86667
USETT,Etter,Etter,US,36.01667,-101.98333
USETW,Edgartown,Edgartown,US,41.38333,-70.51667
USEU3,Leucadia,Leucadia,US,33.06667,-117.3
